Dates,AverageTemperature,AverageTemperatureUncertainty,Country;AverageTemperature
1970-01-01,3.792,0.193,France (Europe);
1970-02-01,3.985,0.31,France (Europe);
1970-03-01,4.282,0.211,France (Europe);
1970-04-01,7.622000000000001,0.327,France (Europe);
1970-05-01,13.075999999999999,0.289,France (Europe);
1970-06-01,17.989,0.212,France (Europe);
1970-07-01,18.076,0.105,France (Europe);
1970-08-01,18.468,0.153,France (Europe);
1970-09-01,16.715999999999998,0.147,France (Europe);
1970-10-01,10.874,0.265,France (Europe);
1970-11-01,8.652999999999999,0.162,France (Europe);
1970-12-01,2.052,0.22,France (Europe);
1971-01-01,2.805,0.279,France (Europe);
1971-02-01,3.878,0.233,France (Europe);
1971-03-01,3.552,0.192,France (Europe);
1971-04-01,10.737,0.309,France (Europe);
1971-05-01,14.011,0.293,France (Europe);
1971-06-01,15.179000000000002,0.122,France (Europe);
1971-07-01,19.911,0.25,France (Europe);
1971-08-01,18.888,0.223,France (Europe);
1971-09-01,15.544,0.303,France (Europe);
1971-10-01,12.12,0.203,France (Europe);
1971-11-01,5.195,0.197,France (Europe);
1971-12-01,4.373,0.182,France (Europe);
1972-01-01,2.885,0.378,France (Europe);
1972-02-01,5.375,0.259,France (Europe);
1972-03-01,7.9639999999999995,0.252,France (Europe);
1972-04-01,8.8,0.252,France (Europe);
1972-05-01,11.982999999999999,0.204,France (Europe);
1972-06-01,14.515,0.349,France (Europe);
1972-07-01,18.273,0.206,France (Europe);
1972-08-01,17.024,0.231,France (Europe);
1972-09-01,13.025,0.258,France (Europe);
1972-10-01,10.513,0.275,France (Europe);
1972-11-01,7.217,0.146,France (Europe);
1972-12-01,4.191,0.185,France (Europe);
1973-01-01,2.456,0.238,France (Europe);
1973-02-01,2.827,0.192,France (Europe);
1973-03-01,5.807,0.287,France (Europe);
1973-04-01,7.497000000000001,0.12,France (Europe);
1973-05-01,13.991,0.383,France (Europe);
1973-06-01,17.257,0.102,France (Europe);
1973-07-01,18.373,0.2,France (Europe);
1973-08-01,20.215,0.302,France (Europe);
1973-09-01,16.733,0.171,France (Europe);
1973-10-01,10.18,0.27,France (Europe);
1973-11-01,6.602,0.172,France (Europe);
1973-12-01,3.335,0.139,France (Europe);
1974-01-01,5.945,0.217,France (Europe);
1974-02-01,5.0920000000000005,0.212,France (Europe);
1974-03-01,7.316000000000002,0.243,France (Europe);
1974-04-01,9.219,0.187,France (Europe);
1974-05-01,12.537,0.206,France (Europe);
1974-06-01,16.168000000000006,0.135,France (Europe);
1974-07-01,17.99,0.157,France (Europe);
1974-08-01,18.874000000000002,0.289,France (Europe);
1974-09-01,14.414000000000001,0.177,France (Europe);
1974-10-01,7.286000000000001,0.13,France (Europe);
1974-11-01,7.377000000000002,0.274,France (Europe);
1974-12-01,6.426,0.276,France (Europe);
1975-01-01,5.946999999999999,0.142,France (Europe);
1975-02-01,5.3500000000000005,0.231,France (Europe);
1975-03-01,5.1979999999999995,0.101,France (Europe);
1975-04-01,8.950000000000003,0.135,France (Europe);
1975-05-01,12.142999999999999,0.272,France (Europe);
1975-06-01,15.979,0.265,France (Europe);
1975-07-01,19.278,0.339,France (Europe);
1975-08-01,19.925,0.458,France (Europe);
1975-09-01,15.927,0.274,France (Europe);
1975-10-01,9.986,0.214,France (Europe);
1975-11-01,6.3740000000000006,0.121,France (Europe);
1975-12-01,2.229,0.153,France (Europe);
1976-01-01,3.5380000000000003,0.194,France (Europe);
1976-02-01,4.646,0.131,France (Europe);
1976-03-01,5.968,0.196,France (Europe);
1976-04-01,8.833,0.208,France (Europe);
1976-05-01,14.199000000000002,0.406,France (Europe);
1976-06-01,19.759,0.278,France (Europe);
1976-07-01,20.439,0.279,France (Europe);
1976-08-01,19.053,0.224,France (Europe);
1976-09-01,14.654000000000002,0.268,France (Europe);
1976-10-01,11.49,0.293,France (Europe);
1976-11-01,6.218,0.145,France (Europe);
1976-12-01,2.918,0.203,France (Europe);
1977-01-01,3.449,0.174,France (Europe);
1977-02-01,6.5630000000000015,0.191,France (Europe);
1977-03-01,8.386000000000001,0.149,France (Europe);
1977-04-01,8.306000000000001,0.14,France (Europe);
1977-05-01,12.09,0.191,France (Europe);
1977-06-01,15.03,0.224,France (Europe);
1977-07-01,17.738,0.222,France (Europe);
1977-08-01,16.843,0.214,France (Europe);
1977-09-01,14.484000000000002,0.174,France (Europe);
1977-10-01,12.776,0.16699999999999998,France (Europe);
1977-11-01,6.7829999999999995,0.124,France (Europe);
1977-12-01,5.119,0.212,France (Europe);
1978-01-01,2.865,0.15,France (Europe);
1978-02-01,3.935,0.202,France (Europe);
1978-03-01,7.263,0.135,France (Europe);
1978-04-01,7.7379999999999995,0.257,France (Europe);
1978-05-01,12.387,0.232,France (Europe);
1978-06-01,15.323,0.193,France (Europe);
1978-07-01,17.418,0.17600000000000002,France (Europe);
1978-08-01,17.199,0.277,France (Europe);
1978-09-01,15.432,0.124,France (Europe);
1978-10-01,11.225999999999999,0.13,France (Europe);
1978-11-01,6.194,0.219,France (Europe);
1978-12-01,5.1160000000000005,0.27,France (Europe);
1979-01-01,0.5709999999999997,0.248,France (Europe);
1979-02-01,3.88,0.227,France (Europe);
1979-03-01,6.737,0.14,France (Europe);
1979-04-01,8.258000000000001,0.251,France (Europe);
1979-05-01,12.592,0.293,France (Europe);
1979-06-01,16.666,0.17800000000000002,France (Europe);
1979-07-01,18.702,0.108,France (Europe);
1979-08-01,17.165,0.318,France (Europe);
1979-09-01,15.608,0.133,France (Europe);
1979-10-01,12.287,0.111,France (Europe);
1979-11-01,6.3839999999999995,0.166,France (Europe);
1979-12-01,5.479,0.19,France (Europe);
1980-01-01,1.916,0.157,France (Europe);
1980-02-01,6.197,0.146,France (Europe);
1980-03-01,6.138,0.147,France (Europe);
1980-04-01,8.360000000000001,0.159,France (Europe);
1980-05-01,12.015999999999998,0.158,France (Europe);
1980-06-01,15.135000000000002,0.19,France (Europe);
1980-07-01,16.622,0.235,France (Europe);
1980-08-01,18.832,0.244,France (Europe);
1980-09-01,16.642,0.11,France (Europe);
1980-10-01,10.41,0.126,France (Europe);
1980-11-01,5.4060000000000015,0.127,France (Europe);
1980-12-01,2.456,0.142,France (Europe);
1981-01-01,2.92,0.214,France (Europe);
1981-02-01,2.351,0.19,France (Europe);
1981-03-01,9.232000000000001,0.157,France (Europe);
1981-04-01,10.102,0.211,France (Europe);
1981-05-01,12.672,0.19,France (Europe);
1981-06-01,16.136000000000006,0.32299999999999995,France (Europe);
1981-07-01,17.581999999999994,0.28800000000000003,France (Europe);
1981-08-01,18.856,0.163,France (Europe);
1981-09-01,16.09,0.159,France (Europe);
1981-10-01,11.037,0.227,France (Europe);
1981-11-01,7.0150000000000015,0.18600000000000005,France (Europe);
1981-12-01,4.04,0.229,France (Europe);
1982-01-01,4.856999999999998,0.159,France (Europe);
1982-02-01,5.055,0.156,France (Europe);
1982-03-01,6.3130000000000015,0.198,France (Europe);
1982-04-01,9.312,0.123,France (Europe);
1982-05-01,13.788,0.198,France (Europe);
1982-06-01,17.901,0.253,France (Europe);
1982-07-01,20.507,0.259,France (Europe);
1982-08-01,18.009,0.109,France (Europe);
1982-09-01,17.465,0.153,France (Europe);
1982-10-01,11.034,0.142,France (Europe);
1982-11-01,8.263,0.274,France (Europe);
1982-12-01,4.553,0.204,France (Europe);
1983-01-01,5.032,0.145,France (Europe);
1983-02-01,2.1100000000000003,0.274,France (Europe);
1983-03-01,6.876,0.139,France (Europe);
1983-04-01,9.065,0.173,France (Europe);
1983-05-01,11.777999999999999,0.182,France (Europe);
1983-06-01,17.554000000000002,0.194,France (Europe);
1983-07-01,22.514,0.18600000000000005,France (Europe);
1983-08-01,19.357,0.196,France (Europe);
1983-09-01,16.34,0.135,France (Europe);
1983-10-01,11.475999999999999,0.185,France (Europe);
1983-11-01,7.395,0.165,France (Europe);
1983-12-01,4.073,0.238,France (Europe);
1984-01-01,3.9739999999999998,0.181,France (Europe);
1984-02-01,3.096,0.119,France (Europe);
1984-03-01,5.135,0.207,France (Europe);
1984-04-01,9.639,0.107,France (Europe);
1984-05-01,10.511,0.208,France (Europe);
1984-06-01,16.184,0.184,France (Europe);
1984-07-01,19.22,0.304,France (Europe);
1984-08-01,18.451,0.253,France (Europe);
1984-09-01,14.491,0.151,France (Europe);
1984-10-01,11.581,0.211,France (Europe);
1984-11-01,9.338,0.22,France (Europe);
1984-12-01,4.2170000000000005,0.182,France (Europe);
1985-01-01,-1.475,0.092,France (Europe);
1985-02-01,3.827,0.175,France (Europe);
1985-03-01,5.1190000000000015,0.14400000000000002,France (Europe);
1985-04-01,9.985,0.28300000000000003,France (Europe);
1985-05-01,12.616,0.262,France (Europe);
1985-06-01,15.637000000000002,0.318,France (Europe);
1985-07-01,19.84,0.214,France (Europe);
1985-08-01,17.815,0.159,France (Europe);
1985-09-01,17.476,0.203,France (Europe);
1985-10-01,12.13,0.093,France (Europe);
1985-11-01,4.102,0.113,France (Europe);
1985-12-01,5.101,0.407,France (Europe);
1986-01-01,3.74,0.26,France (Europe);
1986-02-01,-0.6469999999999994,0.241,France (Europe);
1986-03-01,6.0870000000000015,0.183,France (Europe);
1986-04-01,6.7890000000000015,0.221,France (Europe);
1986-05-01,14.135,0.195,France (Europe);
1986-06-01,17.297,0.191,France (Europe);
1986-07-01,19.072,0.117,France (Europe);
1986-08-01,17.916,0.204,France (Europe);
1986-09-01,14.993,0.16899999999999998,France (Europe);
1986-10-01,13.117,0.128,France (Europe);
1986-11-01,7.899000000000001,0.217,France (Europe);
1986-12-01,4.901,0.139,France (Europe);
1987-01-01,-1.4230000000000005,0.17800000000000002,France (Europe);
1987-02-01,3.5700000000000003,0.125,France (Europe);
1987-03-01,4.974,0.113,France (Europe);
1987-04-01,11.161,0.156,France (Europe);
1987-05-01,11.578,0.16899999999999998,France (Europe);
1987-06-01,15.389,0.168,France (Europe);
1987-07-01,18.858,0.179,France (Europe);
1987-08-01,18.94,0.224,France (Europe);
1987-09-01,17.951999999999995,0.208,France (Europe);
1987-10-01,12.33,0.107,France (Europe);
1987-11-01,6.915,0.16899999999999998,France (Europe);
1987-12-01,4.9700000000000015,0.15,France (Europe);
1988-01-01,6.355,0.147,France (Europe);
1988-02-01,4.667,0.113,France (Europe);
1988-03-01,6.4830000000000005,0.163,France (Europe);
